185	.08	5	0.01600
186	.02	26	0.00076
187	.03	27	0.00111
188	.16	30	0.00533
189	.14	37	0.00378
190	.08	29	0.00275
191	.01	36	0.00027
192	0	23	0.00000
193	.01	22	0.00045
194	.01	19	0.00052
195	.06	25	0.00240
196	0	33	0.00000
197	.10	3	0.03333
198	0	4	0.00000
199	.05	21	0.00238
200	0	8	0.00000
201	.03	11	0.00272
202	.10	21	0.00476
203	.20	25	0.00800
204	.21	25	0.00840
205	.07	24	0.00291
206	.15	35	0.00428
207	.05	12	0.00416
208	.01	22	0.00045
209	.05	27	0.00185
210	.04	27	0.00148
211	.06	22	0.00272
212	.07	31	0.00225
213	.06	19	0.00315
214	.19	34	0.00558
215	.12	18	0.00666
216	.12	25	0.00480
217	.07	23	0.00304
218	.12	27	0.00444
219	.07	11	0.00636
220	.05	24	0.00208
221	.01	22	0.00045
222	.07	25	0.00280
223	.08	30	0.00266
224	.05	1	0.05000
225	.04	14	0.00285
226	.06	16	0.00375
227	.03	15	0.00200
228	.04	12	0.00333
229	.11	15	0.00733
230	.04	27	0.00148
231	.04	33	0.00121
232	.18	36	0.00500
233	.08	28	0.00285
234	.09	24	0.00375
235	.06	30	0.00200
236	.05	34	0.00147
237	.16	37	0.00432
238	.10	31	0.00322
239	.10	17	0.00588
240	.02	22	0.00090
241	0	14	0.00000
242	.02	19	0.00105
243	.06	17	0.00352
244	.15	20	0.00750
245	.10	18	0.00555
246	.08	8	0.01000
247	.01	15	0.00066
248	.11	26	0.00423
249	.08	9	0.00888
250	.03	17	0.00176
251	0	21	0.00000
252	0	25	0.00000
253	.13	26	0.00500
254	.11	28	0.00392
255	.08	4	0.02000
256	.07	34	0.00205
257	.07	14	0.00500
258	.17	14	0.01214
259	.07	18	0.00388
260	.16	22	0.00727
261	.03	27	0.00111
262	0	30	0.00000
263	.04	30	0.00133
264	.03	32	0.00093
265	.07	34	0.00205
266	0	20	0.00000
267	.04	23	0.00173
268	.07	30	0.00233
269	0	20	0.00000
270	.06	18	0.00333
271	.09	5	0.01800
272	.04	20	0.00200
273	.09	10	0.00900
274	.06	21	0.00285
275	.11	29	0.00379
276	.14	38	0.00368
277	.16	22	0.00727
278	.04	33	0.00121
279	0	26	0.00000
280	0	27	0.00000
281	.03	33	0.00090
282	.01	35	0.00028
283	.02	32	0.00062
284	.01	26	0.00038
285	0	36	0.00000
286	.01	12	0.00083
287	.03	35	0.00085
288	.05	27	0.00185
289	.01	18	0.00055
290	.10	18	0.00555
291	.06	16	0.00375
292	0	12	0.00000
293	.10	18	0.00555
294	.20	40	0.00500
295	.14	34	0.00411
296	.25	29	0.00862
297	.12	24	0.00500
298	.12	24	0.00500
299	.13	20	0.00650
300	0	16	0.00000
301	.14	32	0.00437
302	.05	25	0.00200
303	.23	30	0.00766
304	.06	31	0.00193
305	.03	24	0.00125
306	0	21	0.00000
307	.01	25	0.00040
308	.06	23	0.00260
309	.24	15	0.01600
310	.13	18	0.00722
311	.01	30	0.00033
312	.03	31	0.00096
313	.06	29	0.00206
314	.31	32	0.00968
315	.14	28	0.00500
316	.31	14	0.02214
317	0	22	0.00000
318	.01	27	0.00037
319	.01	26	0.00038
320	.04	25	0.00160
321	.09	1	0.09000
322	.03	23	0.00130
323	0	7	0.00000
324	.34	18	0.01888
325	.05	9	0.00555
326	.06	30	0.00200
327	.16	34	0.00470
328	.10	26	0.00384
329	.09	24	0.00375
330	0	33	0.00000
331	.08	19	0.00421
332	.02	28	0.00071
333	.08	11	0.00727
334	.07	29	0.00241
335	.04	29	0.00137
336	.02	38	0.00052
337	.02	41	0.00048
338	.01	32	0.00031
339	.05	25	0.00200
340	.04	26	0.00153
341	.02	28	0.00071
342	.09	10	0.00900
343	.02	32	0.00062
344	0	34	0.00000
345	0	27	0.00000
346	0	16	0.00000
347	0	25	0.00000
348	.07	2	0.03500
349	.27	20	0.01350
350	.24	17	0.01411
351	.13	34	0.00382
352	.14	34	0.00411
353	.06	39	0.00153
354	.30	28	0.01071
355	.08	25	0.00320
356	.23	17	0.01352
357	.09	28	0.00321
358	.09	24	0.00375
359	.01	21	0.00047
360	.03	28	0.00107
361	.01	28	0.00035
362	.04	30	0.00133
363	.07	35	0.00200
364	.13	34	0.00382
365	.12	35	0.00342
366	.09	20	0.00450
367	0	18	0.00000
368	.01	28	0.00035
369	.01	35	0.00028
370	0	29	0.00000
371	.05	27	0.00185
372	.04	28	0.00142
373	0	27	0.00000
374	0	20	0.00000
375	.07	7	0.01000
376	.02	30	0.00066
377	.01	27	0.00037
378	0	22	0.00000
379	0	33	0.00000
380	.01	22	0.00045
381	0	18	0.00000
382	.12	18	0.00666
383	.08	15	0.00533
384	.08	12	0.00666
385	.07	26	0.00269
386	.10	27	0.00370
387	.08	27	0.00296
388	.10	34	0.00294
389	.12	32	0.00375
390	.09	30	0.00300
391	.01	29	0.00034
392	.05	8	0.00625
393	.03	28	0.00107
394	.16	14	0.01142
395	.01	27	0.00037
396	0	21	0.00000
397	.04	23	0.00173
398	0	15	0.00000
399	0	1	0.00000
400	.13	23	0.00565
401	.03	26	0.00115
402	.16	20	0.00800
403	.23	20	0.01150
404	.07	25	0.00280
405	.20	21	0.00952
406	.22	28	0.00785
407	.21	33	0.00636
408	.04	33	0.00121
409	.03	25	0.00120
410	.03	25	0.00120
411	.06	23	0.00260
412	.12	11	0.01090
413	.09	30	0.00300
414	.15	32	0.00468
415	.11	17	0.00647
416	0	1	0.00000
417	.04	30	0.00133
418	.27	30	0.00900
419	.10	16	0.00625
420	0	10	0.00000
421	0	29	0.00000
422	.04	28	0.00142
423	.04	31	0.00129
424	.08	7	0.01142
425	.13	21	0.00619
426	.04	22	0.00181
427	.04	27	0.00148
428	.03	24	0.00125
429	.04	31	0.00129
430	.04	33	0.00121
431	.03	25	0.00120
432	.04	41	0.00097
433	.11	26	0.00423
434	.07	37	0.00189
435	.03	31	0.00096
436	0	31	0.00000
437	.06	8	0.00750
438	0	22	0.00000
439	0	22	0.00000
440	.03	35	0.00085
441	.03	11	0.00272
442	.11	13	0.00846
443	.05	19	0.00263
444	.01	19	0.00052
445	.10	17	0.00588
446	.22	27	0.00814
447	.07	13	0.00538
448	.07	17	0.00411
449	.05	29	0.00172
450	.04	33	0.00121
451	.05	27	0.00185
452	.03	26	0.00115
453	.05	26	0.00192
454	.21	20	0.01050
455	.18	25	0.00720
456	.12	24	0.00500
457	.09	28	0.00321
458	.25	30	0.00833
459	.25	24	0.01041
460	.20	29	0.00689
461	.11	30	0.00366
462	.04	18	0.00222
463	.11	28	0.00392
464	.14	23	0.00608
465	.07	31	0.00225
466	.09	37	0.00243
467	.05	23	0.00217
468	.03	25	0.00120
469	.07	27	0.00259
470	.04	28	0.00142
471	.11	30	0.00366
472	.05	32	0.00156
473	.05	25	0.00200
474	.10	19	0.00526
475	.10	14	0.00714
476	.02	18	0.00111
477	.05	6	0.00833
478	.13	30	0.00433
479	.08	3	0.02666
480	.24	33	0.00727
481	.18	15	0.01200
482	.11	30	0.00366
483	.03	18	0.00166
484	.04	17	0.00235
485	.23	26	0.00884
486	0	5	0.00000
487	.08	27	0.00296
488	.11	21	0.00523
489	.07	25	0.00280
490	.18	19	0.00947
491	.15	14	0.01071
492	.12	15	0.00800
493	.16	31	0.00516
494	0	30	0.00000
495	.06	31	0.00193
496	.04	31	0.00129
497	.05	30	0.00166
498	0	25	0.00000
499	.09	33	0.00272
500	.08	33	0.00242
501	.07	34	0.00205
502	.12	23	0.00521
503	.10	20	0.00500
504	.08	24	0.00333
505	.18	21	0.00857
506	.19	27	0.00703
507	.29	31	0.00935
508	.17	36	0.00472
509	.05	27	0.00185
510	.04	22	0.00181
511	.10	23	0.00434
512	.02	27	0.00074
513	.06	34	0.00176
514	.06	28	0.00214
515	.24	26	0.00923
516	.07	26	0.00269
517	.08	8	0.01000
518	.03	35	0.00085
519	.01	21	0.00047
520	.04	18	0.00222
521	.12	14	0.00857
522	.11	32	0.00343
523	.07	35	0.00200
524	.05	29	0.00172
525	0	27	0.00000
526	0	26	0.00000
527	.01	30	0.00033
528	0	21	0.00000
529	0	31	0.00000
530	.03	40	0.00075
531	.01	2	0.00500
532	0	26	0.00000
533	0	17	0.00000
534	0	22	0.00000
535	.05	2	0.02500
536	.02	32	0.00062
537	.01	27	0.00037
538	.03	28	0.00107
539	.06	26	0.00230
540	.43	16	0.02687
541	.27	9	0.03000
542	.63	26	0.02423
543	.44	29	0.01517
544	.61	22	0.02772
545	.52	26	0.02000
546	.66	33	0.02000
547	.09	17	0.00529
548	.23	19	0.01210
549	.32	25	0.01280
550	.31	27	0.01148
551	.37	25	0.01480
552	.47	21	0.02238
553	.29	15	0.01933
554	.47	24	0.01958
555	.23	25	0.00920
556	.26	16	0.01625
557	.32	18	0.01777
558	.47	25	0.01880
559	.56	14	0.04000
560	.44	24	0.01833
561	.09	25	0.00360
562	.17	29	0.00586
563	.15	26	0.00576
564	.17	25	0.00680
565	.02	23	0.00086
566	.13	27	0.00481
567	.10	16	0.00625
568	.06	23	0.00260
569	.21	31	0.00677
570	.24	35	0.00685
571	.21	32	0.00656
572	.13	28	0.00464
573	.45	29	0.01551
574	.51	23	0.02217
575	.51	21	0.02428
576	.62	18	0.03444
577	.52	20	0.02600
578	.22	22	0.01000
579	.43	21	0.02047
580	.34	37	0.00918
581	.26	31	0.00838
582	.22	25	0.00880
583	.20	27	0.00740
584	.11	32	0.00343
585	.05	24	0.00208
586	.10	30	0.00333
587	.23	35	0.00657
588	.08	2	0.04000
589	.19	34	0.00558
590	.02	29	0.00068
591	.29	28	0.01035
592	.21	23	0.00913
593	.30	25	0.01200
594	.13	18	0.00722
595	.36	29	0.01241
596	.13	33	0.00393
597	.17	19	0.00894
598	.14	22	0.00636
599	.06	16	0.00375
600	.13	16	0.00812
601	.06	30	0.00200
602	.14	31	0.00451
603	.12	24	0.00500
604	.06	28	0.00214
605	.09	32	0.00281
606	.16	26	0.00615
607	.13	34	0.00382
608	.05	33	0.00151
609	.03	26	0.00115
610	.43	26	0.01653
611	.20	24	0.00833
612	0	3	0.00000
613	.08	4	0.02000
614	.15	13	0.01153
615	.11	23	0.00478
616	0	26	0.00000
617	0	24	0.00000
618	.06	27	0.00222
619	.07	28	0.00250
620	.14	28	0.00500
621	.14	27	0.00518
622	.08	26	0.00307
623	0	25	0.00000
624	0	23	0.00000
625	.01	24	0.00041
626	.04	23	0.00173
627	.04	26	0.00153
628	0	37	0.00000
629	.01	27	0.00037
630	0	27	0.00000
631	.01	27	0.00037
632	0	7	0.00000
633	.03	27	0.00111
634	.05	14	0.00357
635	0	35	0.00000
636	.09	30	0.00300
637	.20	36	0.00555
638	.22	25	0.00880
639	.01	11	0.00090
640	0	24	0.00000
641	.18	28	0.00642
642	.16	31	0.00516
643	.06	27	0.00222
644	.19	22	0.00863
645	.11	26	0.00423
646	.09	31	0.00290
647	.03	25	0.00120
648	.08	28	0.00285
649	.11	32	0.00343
650	.11	37	0.00297
651	.10	32	0.00312
652	.09	21	0.00428
653	.07	31	0.00225
654	.07	26	0.00269
655	.01	27	0.00037
656	0	34	0.00000
657	0	26	0.00000
658	0	37	0.00000
659	.01	26	0.00038
660	0	30	0.00000
661	.01	20	0.00050
662	.03	22	0.00136
663	.02	27	0.00074
664	.04	20	0.00200
665	0	31	0.00000
666	0	32	0.00000
667	.10	25	0.00400
668	.03	30	0.00100
669	.04	23	0.00173
670	0	32	0.00000
671	0	9	0.00000
672	0	15	0.00000
673	.03	24	0.00125
674	.07	25	0.00280
675	.03	29	0.00103
676	.03	33	0.00090
677	.01	28	0.00035
678	.01	23	0.00043
679	.01	15	0.00066
680	.01	21	0.00047
681	0	34	0.00000
682	.01	31	0.00032
683	.04	28	0.00142
684	.06	34	0.00176
685	.04	21	0.00190
686	.05	28	0.00178
687	.05	27	0.00185
688	.04	34	0.00117
689	0	26	0.00000
690	.03	19	0.00157
691	.11	9	0.01222
692	0	21	0.00000
693	.01	21	0.00047
694	.03	23	0.00130
695	0	14	0.00000
696	.01	18	0.00055
697	.01	12	0.00083
698	.07	23	0.00304
699	.05	2	0.02500
700	.18	27	0.00666
701	.30	23	0.01304
702	.38	18	0.02111
703	.35	18	0.01944
704	.31	12	0.02583
705	.36	17	0.02117
706	.09	1	0.09000
707	.41	21	0.01952
708	.41	26	0.01576
709	.05	16	0.00312
710	.04	29	0.00137
711	.01	26	0.00038
712	.02	24	0.00083
713	.08	18	0.00444
714	.04	23	0.00173
715	.03	20	0.00150
716	.03	24	0.00125
717	0	27	0.00000
718	.05	27	0.00185
719	.05	32	0.00156
720	.03	16	0.00187
721	0	23	0.00000
722	0	25	0.00000
723	0	18	0.00000
724	.04	31	0.00129
725	0	32	0.00000
726	.04	35	0.00114
727	0	24	0.00000
728	0	25	0.00000
729	0	21	0.00000
730	.01	23	0.00043
731	.01	33	0.00030
732	.02	37	0.00054
733	0	30	0.00000
734	0	25	0.00000
735	0	23	0.00000
736	.04	12	0.00333
737	0	15	0.00000
738	.01	28	0.00035
739	.03	32	0.00093
740	0	23	0.00000
741	0	20	0.00000
742	.01	29	0.00034
743	.03	22	0.00136
744	0	27	0.00000
745	.01	22	0.00045
746	0	25	0.00000
747	0	26	0.00000
748	.03	16	0.00187
749	0	10	0.00000
750	0	3	0.00000
751		0	
752		0	
