-9.80 -7.43 2.34 -1.0
-19.33 -9.56 2.94 -3.3
-16.22 -5.68 2.30 -4.6
0.00   
0.00   
-3.89 -1.92 1.63 -1.2
-11.97 -8.30 2.54 -1.4
-12.01 -10.30 2.75 -0.6
-23.88 -13.64 2.52 -4.1
-21.24 -12.39 2.83 -3.1
-21.84 -12.50 2.89 -3.2
-19.68 -9.83 2.75 -3.6
-18.64 -11.18 3.06 -2.4
-11.69 -11.22 3.10 -0.1
-11.64 -11.95 2.68 0.1
-15.45 -8.78 2.94 -2.3
-19.26 -9.14 2.64 -3.8
-12.35 -6.09 2.32 -2.7
-7.20 -3.32 1.95 -2.0
-6.51 -1.21 1.32 -4.0
0.00   
0.00   
-6.85 -5.09 2.50 -0.7
-13.38 -8.02 2.69 -2.0
-11.74 -6.84 2.59 -1.9
-15.50 -8.27 2.47 -2.9
-19.39 -9.79 3.18 -3.0
-24.81 -12.69 2.52 -4.8
-21.37 -9.77 2.97 -3.9
-29.38 -11.30 3.19 -5.7
-20.57 -10.40 2.70 -3.8
-10.40 -8.84 2.44 -0.6
-18.74 -9.05 2.48 -3.9
-17.49 -10.34 3.03 -2.4
-9.84 -9.10 2.86 -0.3
-14.85 -11.08 2.91 -1.3
-8.92 -9.99 2.50 0.4
-12.35 -10.32 2.58 -0.8
-23.00 -10.06 2.76 -4.7
-25.00 -14.71 3.18 -3.2
-18.83 -15.91 2.86 -1.0
-15.13 -10.92 2.98 -1.4
-13.48 -9.36 2.53 -1.6
-15.91 -12.47 2.72 -1.3
-13.20 -13.36 2.96 0.1
-19.38 -14.28 2.74 -1.9
-18.42 -10.27 2.92 -2.8
-16.79 -9.64 2.57 -2.8
-26.34 -12.59 2.75 -5.0
-31.69 -13.89 3.10 -5.7
-28.10 -12.92 3.21 -4.7
-18.44 -12.04 3.09 -2.1
-21.88 -13.96 3.14 -2.5
-14.99 -14.24 2.98 -0.3
-16.17 -12.43 2.79 -1.3
-25.23 -9.84 2.58 -6.0
-20.82 -9.81 2.83 -3.9
-23.09 -11.99 3.23 -3.4
-29.91 -16.02 3.24 -4.3
-19.45 -15.68 3.03 -1.2
-19.99 -12.10 2.62 -3.0
-19.09 -8.99 2.73 -3.7
-8.26 -8.96 2.38 0.3
-15.71 -9.91 2.71 -2.1
-18.19 -12.72 3.00 -1.8
-19.64 -12.56 2.77 -2.6
-32.49 -16.51 2.67 -6.0
-27.62 -11.26 3.02 -5.4
-21.25 -11.87 3.37 -2.8
-9.16 -7.40 2.91 -0.6
-13.17 -10.49 2.65 -1.0
-13.49 -11.14 2.63 -0.9
-13.21 -11.33 2.96 -0.6
-14.22 -8.25 2.48 -2.4
-11.38 -6.13 2.44 -2.1
-17.45 -7.16 2.71 -3.8
-18.69 -12.23 3.06 -2.1
-27.59 -15.59 2.81 -4.3
-23.20 -15.05 2.69 -3.0
-12.00 -7.41 2.31 -2.0
-24.47 -9.20 2.59 -5.9
-26.69 -10.29 2.82 -5.8
-22.00 -13.83 3.41 -2.4
-17.00 -12.61 2.54 -1.7
-16.09 -15.56 3.07 -0.2
-22.54 -10.83 2.70 -4.3
-25.45 -12.81 2.71 -4.7
-16.44 -9.59 2.58 -2.7
-23.50 -12.65 2.76 -3.9
-17.30 -10.31 2.80 -2.5
-16.76 -7.35 2.47 -3.8
-5.57 -4.19 2.20 -0.6
-3.38 -3.57 2.28 0.1
-7.74 -4.60 2.09 -1.5
-16.54 -7.13 2.22 -4.2
-13.04 -7.16 2.61 -2.3
-8.93 -10.52 2.61 0.6
-16.48 -11.32 2.69 -1.9
-15.47 -9.16 2.72 -2.3
-18.49 -9.26 2.64 -3.5
-20.48 -7.78 2.69 -4.7
-21.36 -9.67 2.66 -4.4
-13.10 -8.96 3.20 -1.3
-20.88 -11.03 2.84 -3.5
-18.80 -10.53 2.71 -3.1
-13.44 -10.23 2.70 -1.2
-12.49 -9.36 2.60 -1.2
-18.91 -14.58 3.27 -1.3
-16.18 -13.83 3.10 -0.8
-17.15 -15.03 2.90 -0.7
-21.84 -14.95 3.02 -2.3
-27.59 -17.09 3.06 -3.4
-20.19 -16.20 3.00 -1.3
-18.97 -16.69 2.98 -0.8
-19.95 -17.20 3.19 -0.9
-19.23 -14.23 3.37 -1.5
-14.17 -12.27 3.10 -0.6
-19.39 -12.03 2.78 -2.6
-22.44 -15.27 3.38 -2.1
-24.24 -12.24 3.08 -3.9
-18.02 -10.47 2.67 -2.8
-13.91 -10.40 2.87 -1.2
-16.37 -14.01 3.21 -0.7
-15.40 -17.50 3.35 0.6
-16.47 -16.64 3.43 0.0
-15.05 -14.43 3.23 -0.2
-18.69 -13.58 2.97 -1.7
-24.47 -14.95 3.07 -3.1
-21.54 -14.47 2.71 -2.6
-12.23 -14.36 3.12 0.7
-14.94 -14.26 3.28 -0.2
-25.71 -15.88 3.16 -3.1
-25.40 -12.12 2.74 -4.8
-18.69 -10.34 2.92 -2.9
-18.16 -10.11 2.48 -3.3
-17.67 -10.59 3.13 -2.3
-17.59 -13.35 2.65 -1.6
-11.80 -9.67 2.60 -0.8
-6.13 -7.54 2.68 0.5
-7.35 -6.68 2.35 -0.3
-13.75 -9.26 2.43 -1.8
-15.14 -11.36 3.01 -1.3
-25.91 -14.90 3.14 -3.5
-20.66 -13.34 3.06 -2.4
-23.78 -17.13 3.15 -2.1
-23.38 -16.35 3.10 -2.3
-24.49 -15.62 2.69 -3.3
-14.68 -12.65 2.60 -0.8
-16.46 -15.06 3.03 -0.5
-21.32 -16.26 3.45 -1.5
-18.43 -16.20 3.45 -0.6
-15.82 -11.53 2.78 -1.5
-17.98 -12.58 3.07 -1.8
-21.76 -16.79 3.03 -1.6
-23.02 -17.30 2.66 -2.2
-30.76 -19.04 3.17 -3.7
-27.64 -14.68 2.76 -4.7
-20.82 -14.08 2.91 -2.3
-17.63 -14.35 2.72 -1.2
-22.86 -18.17 2.75 -1.7
-25.93 -15.20 3.00 -3.6
-18.25 -12.17 2.87 -2.1
-8.28 -9.12 3.15 0.3
-10.12 -8.94 2.46 -0.5
-15.32 -10.44 2.78 -1.8
-19.21 -10.02 2.28 -4.0
-10.84 -10.71 2.61 -0.0
-14.78 -12.57 2.90 -0.8
-14.39 -14.09 3.49 -0.1
-17.84 -14.36 2.89 -1.2
-12.70 -10.87 2.91 -0.6
-12.60 -12.91 2.66 0.1
-23.38 -15.81 3.30 -2.3
-17.14 -11.31 2.83 -2.1
-21.49 -15.11 2.93 -2.2
-23.83 -16.90 3.50 -2.0
-15.97 -18.55 2.94 0.9
-21.80 -16.99 3.21 -1.5
-21.04 -12.76 2.82 -2.9
-16.41 -14.14 2.80 -0.8
-16.34 -14.23 2.93 -0.7
-14.19 -13.80 3.03 -0.1
-9.04 -9.36 3.38 0.1
-14.51 -12.98 2.99 -0.5
-22.05 -15.31 3.36 -2.0
-25.39 -19.49 3.63 -1.6
-24.49 -16.24 2.86 -2.9
-21.53 -19.31 3.46 -0.6
-22.27 -17.40 2.78 -1.8
-21.51 -16.44 3.11 -1.6
-22.46 -14.11 3.05 -2.7
-18.46 -12.30 2.46 -2.5
-14.89 -12.56 2.85 -0.8
-20.96 -15.62 3.08 -1.7
-20.84 -17.49 3.32 -1.0
-25.96 -17.65 3.10 -2.7
-28.83 -17.95 2.86 -3.8
-16.29 -15.13 3.17 -0.4
-22.05 -12.21 2.95 -3.3
-23.42 -12.07 2.81 -4.0
-18.66 -9.57 2.66 -3.4
-27.92 -12.94 2.90 -5.2
-25.67 -11.00 2.97 -4.9
-23.06 -18.38 3.37 -1.4
-16.18 -19.81 3.07 1.2
-30.58 -21.08 2.66 -3.6
-17.02 -12.94 2.66 -1.5
-12.88 -13.76 2.75 0.3
-14.12 -12.58 2.90 -0.5
-19.54 -14.70 3.08 -1.6
-15.62 -13.27 3.13 -0.8
-13.51 -15.72 3.06 0.7
-15.03 -13.42 3.10 -0.5
-15.32 -12.63 2.82 -1.0
-15.30 -10.48 2.60 -1.9
-18.77 -13.51 2.88 -1.8
-23.62 -14.89 2.77 -3.2
-30.09 -18.52 3.23 -3.6
-31.49 -18.31 3.24 -4.1
-28.69 -19.30 3.87 -2.4
-20.67 -17.75 3.44 -0.8
-20.83 -17.22 3.50 -1.0
-18.55 -14.40 3.10 -1.3
-25.08 -15.35 2.79 -3.5
-25.75 -21.04 3.39 -1.4
-17.81 -19.37 3.03 0.5
-26.09 -22.19 2.99 -1.3
-29.23 -18.89 2.95 -3.5
-23.09 -21.79 3.57 -0.4
-26.56 -19.92 2.94 -2.3
-25.42 -21.81 3.33 -1.1
-21.64 -16.60 3.57 -1.4
-17.29 -14.05 3.19 -1.0
-22.92 -14.54 2.77 -3.0
-26.33 -13.34 2.71 -4.8
-23.99 -13.46 3.07 -3.4
-22.72 -13.59 2.45 -3.7
-20.97 -14.21 2.53 -2.7
-20.33 -15.74 3.20 -1.4
-21.48 -12.56 2.81 -3.2
-27.80 -18.19 3.40 -2.8
-27.39 -18.66 3.32 -2.6
-30.50 -22.68 3.68 -2.1
-24.02 -18.35 3.40 -1.7
-20.01 -17.38 3.16 -0.8
-17.21 -18.29 2.89 0.4
-21.98 -16.04 3.13 -1.9
-28.28 -19.21 4.14 -2.2
-28.57 -18.87 3.11 -3.1
-29.25 -21.61 3.26 -2.3
-26.62 -17.54 3.00 -3.0
-26.33 -15.40 2.63 -4.2
-20.51 -14.20 3.23 -2.0
-27.89 -21.16 3.27 -2.1
-28.50 -19.71 3.49 -2.5
-26.64 -20.41 3.73 -1.7
-18.75 -14.99 3.18 -1.2
-27.26 -23.11 3.10 -1.3
-32.56 -26.92 3.41 -1.7
-40.81 -29.39 3.07 -3.7
-39.94 -29.36 3.55 -3.0
-29.31 -25.17 3.61 -1.1
-22.85 -23.07 3.27 0.1
-21.07 -18.68 3.67 -0.7
-18.99 -16.48 3.10 -0.8
-14.61 -14.32 2.57 -0.1
-24.20 -15.57 2.98 -2.9
-28.24 -17.29 3.15 -3.5
-23.85 -18.30 3.03 -1.8
-18.14 -14.59 3.23 -1.1
-25.24 -16.50 2.95 -3.0
-20.15 -16.47 2.77 -1.3
-27.32 -16.59 3.46 -3.1
-29.53 -18.51 3.40 -3.2
-23.67 -19.42 3.45 -1.2
-33.17 -23.87 3.43 -2.7
-30.83 -22.42 3.04 -2.8
-31.74 -20.40 3.34 -3.4
-28.50 -17.69 3.17 -3.4
-20.31 -15.51 2.70 -1.8
-29.45 -16.98 3.11 -4.0
-23.47 -17.82 3.68 -1.5
-16.98 -15.47 3.04 -0.5
-21.15 -16.39 3.53 -1.3
-21.62 -15.35 2.81 -2.2
-20.31 -17.54 3.55 -0.8
-26.90 -18.70 3.31 -2.5
-23.06 -19.15 3.23 -1.2
-34.87 -17.75 3.60 -4.8
-19.69 -15.31 3.23 -1.4
-14.21 -15.51 3.07 0.4
-19.75 -16.91 3.26 -0.9
-28.97 -20.32 3.21 -2.7
-30.41 -19.37 3.37 -3.3
-29.79 -19.71 3.39 -3.0
-23.84 -17.99 3.07 -1.9
-24.88 -17.01 3.26 -2.4
-29.66 -19.00 3.56 -3.0
-22.77 -16.58 3.03 -2.0
-24.02 -15.95 3.13 -2.6
-24.82 -15.51 2.87 -3.2
-23.46 -15.51 2.90 -2.7
-24.90 -20.12 3.47 -1.4
-23.46 -17.40 3.32 -1.8
-23.10 -18.43 3.02 -1.5
-19.92 -17.47 3.51 -0.7
-20.24 -16.77 3.32 -1.0
-15.63 -16.95 3.17 0.4
-22.34 -19.89 2.96 -0.8
-27.26 -21.81 3.65 -1.5
-24.21 -21.12 3.08 -1.0
-19.28 -16.90 3.33 -0.7
-14.97 -14.45 3.16 -0.2
-16.66 -13.29 3.01 -1.1
-22.24 -14.80 2.99 -2.5
-28.80 -15.46 3.02 -4.4
-28.50 -17.05 2.63 -4.4
-17.08 -16.80 3.15 -0.1
-19.98 -17.31 2.99 -0.9
-16.56 -16.08 2.78 -0.2
-20.75 -18.22 3.21 -0.8
-15.88 -19.79 3.98 1.0
-23.82 -19.49 3.29 -1.3
-25.12 -19.17 3.39 -1.8
-21.55 -15.84 3.03 -1.9
-20.92 -13.84 3.03 -2.3
-21.67 -13.61 3.13 -2.6
-19.77 -16.37 3.01 -1.1
-22.51 -20.01 3.40 -0.7
-27.43 -19.87 3.40 -2.2
-32.54 -21.59 3.73 -2.9
-23.79 -18.10 3.11 -1.8
-23.01 -19.11 3.22 -1.2
-21.34 -17.19 3.33 -1.2
-19.93 -15.79 2.82 -1.5
-22.35 -15.02 3.36 -2.2
-33.43 -16.77 3.24 -5.1
-31.13 -20.80 3.38 -3.1
-23.92 -20.16 3.46 -1.1
-19.26 -18.29 3.38 -0.3
-19.71 -16.65 3.05 -1.0
-20.70 -17.30 2.62 -1.3
-19.57 -14.68 2.80 -1.7
-22.40 -15.44 3.08 -2.3
-27.75 -17.61 2.70 -3.8
-22.78 -17.91 2.75 -1.8
-25.38 -16.50 2.90 -3.1
-19.29 -12.95 2.93 -2.2
-16.11 -12.14 3.03 -1.3
-12.78 -14.91 3.23 0.7
-22.36 -18.15 3.03 -1.4
-21.64 -19.34 3.52 -0.7
-31.55 -19.64 3.23 -3.7
-35.36 -16.91 3.07 -6.0
-24.95 -18.44 3.30 -2.0
-25.81 -18.01 2.83 -2.8
-18.03 -16.08 2.76 -0.7
-21.20 -14.24 3.00 -2.3
-23.45 -14.90 2.87 -3.0
-26.79 -13.75 2.60 -5.0
-17.85 -11.07 2.69 -2.5
-25.25 -15.11 3.29 -3.1
-19.89 -20.03 3.48 0.0
-30.83 -18.49 2.92 -4.2
-23.47 -14.72 3.01 -2.9
-11.03 -10.21 2.70 -0.3
-20.24 -14.51 3.10 -1.8
-15.80 -13.05 3.02 -0.9
-14.91 -10.89 2.85 -1.4
-17.93 -9.26 3.06 -2.8
-16.96 -12.16 3.07 -1.6
-26.54 -14.29 2.75 -4.5
-26.99 -14.74 3.18 -3.8
-21.35 -14.90 3.08 -2.1
-24.31 -13.79 3.01 -3.5
-14.61 -16.68 3.28 0.6
-21.47 -14.09 3.20 -2.3
-19.74 -13.56 3.24 -1.9
-17.41 -13.38 3.04 -1.3
-16.72 -16.11 3.31 -0.2
-22.59 -21.93 3.46 -0.2
-24.22 -21.41 3.91 -0.7
-23.07 -20.47 3.38 -0.8
-22.90 -14.75 3.13 -2.6
-19.64 -13.01 3.06 -2.2
-11.03 -15.03 2.91 1.4
-22.05 -14.07 3.45 -2.3
-21.53 -20.10 3.45 -0.4
-24.60 -18.27 3.41 -1.9
-29.47 -21.64 3.83 -2.0
-17.28 -17.66 2.93 0.1
-21.74 -17.58 2.87 -1.5
-26.69 -18.36 3.27 -2.5
-22.21 -19.59 3.43 -0.8
-27.22 -20.55 3.53 -1.9
-31.82 -21.98 3.69 -2.7
-29.19 -20.39 3.22 -2.7
-27.35 -17.10 3.28 -3.1
-23.05 -11.76 3.09 -3.7
-16.80 -15.56 3.64 -0.3
-22.10 -16.14 2.89 -2.1
-25.41 -15.07 3.12 -3.3
-17.85 -13.31 3.07 -1.5
-18.41 -14.90 3.16 -1.1
-18.86 -14.06 2.77 -1.7
-24.33 -14.18 2.80 -3.6
-20.15 -12.31 2.80 -2.8
-16.92 -12.66 3.00 -1.4
-17.42 -11.82 2.67 -2.1
-35.08 -16.60 3.22 -5.7
-32.19 -17.52 3.13 -4.7
-27.95 -20.02 3.00 -2.6
-15.88 -14.56 3.14 -0.4
-15.26 -14.18 3.01 -0.4
-18.12 -13.24 3.11 -1.6
-14.99 -14.17 3.14 -0.3
-21.82 -13.29 2.79 -3.1
-21.70 -15.87 3.29 -1.8
-21.23 -17.14 2.95 -1.4
-28.74 -19.64 3.07 -3.0
-24.11 -17.66 2.94 -2.2
-24.23 -18.73 2.86 -1.9
-28.00 -18.38 3.21 -3.0
-33.56 -19.51 3.00 -4.7
-28.96 -17.20 3.25 -3.6
-19.23 -16.76 2.92 -0.8
-10.80 -11.15 2.74 0.1
-12.02 -13.61 3.05 0.5
-13.45 -10.17 2.67 -1.2
-22.37 -14.84 3.24 -2.3
-23.49 -15.19 2.57 -3.2
-21.97 -19.82 3.23 -0.7
-22.75 -15.97 3.27 -2.1
-19.22 -15.55 3.02 -1.2
-9.12 -10.99 2.96 0.6
-15.04 -14.37 2.87 -0.2
-24.66 -11.21 2.95 -4.6
-24.94 -12.61 3.05 -4.0
-20.30 -15.00 2.85 -1.9
-18.72 -17.05 3.18 -0.5
-24.82 -18.07 3.12 -2.2
-20.18 -14.85 3.39 -1.6
-18.44 -12.51 3.29 -1.8
-17.44 -12.29 3.03 -1.7
-12.80 -12.38 2.74 -0.2
-31.70 -17.80 3.31 -4.2
-30.40 -19.18 3.20 -3.5
-24.05 -19.50 3.34 -1.4
-20.62 -14.43 2.82 -2.2
-23.10 -14.30 3.25 -2.7
-23.27 -13.16 2.70 -3.7
-12.42 -14.22 3.08 0.6
-18.99 -15.38 2.95 -1.2
-27.65 -16.79 3.21 -3.4
-18.54 -17.14 3.17 -0.4
-17.04 -16.00 3.57 -0.3
-10.75 -13.62 2.98 1.0
-14.19 -11.61 2.85 -0.9
-24.99 -11.20 2.69 -5.1
-25.47 -9.96 2.67 -5.8
-22.94 -11.21 2.84 -4.1
-20.82 -11.54 3.25 -2.9
-14.11 -8.02 2.47 -2.5
-1.15   
-0.41   
-0.41   
-1.09   
-0.67   
-0.67   
-3.00 -1.71 1.46 -0.9
-10.77 -4.72 2.55 -2.4
-11.36 -4.28 2.01 -3.5
-5.65 -2.26 1.83 -1.9
-2.14   
-1.55   
-1.55   
-1.55   
-5.50 -1.16 1.46 -3.0
-8.71 -1.46 1.36 -5.3
-6.79 -1.07 1.17 -4.9
-5.39 -0.81 1.15 -4.0
-0.38   
-3.32 -0.75 0.92 -2.8
-4.10 -1.62 1.65 -1.5
-7.20 -4.80 2.34 -1.0
-3.93 -4.13 2.41 0.1
-2.71   
-5.82 -2.31 1.64 -2.1
-4.23 -3.59 2.19 -0.3
-7.37 -8.21 2.72 0.3
-11.83 -6.29 2.45 -2.3
-8.29 -7.12 2.62 -0.4
-1.15   
-15.56 -5.91 2.37 -4.1
-16.80 -7.19 2.45 -3.9
-18.86 -8.26 2.69 -3.9
-3.21 -2.80 1.78 -0.2
-2.13   
-2.13   
-1.93   
-0.23   
-2.28   
-8.24 -6.12 2.14 -1.0
-14.32 -8.38 2.66 -2.2
-7.09 -5.95 2.51 -0.5
-5.27 -6.81 2.64 0.6
-5.70 -4.81 2.17 -0.4
-8.75 -10.11 2.48 0.5
-22.09 -10.91 2.92 -3.8
-25.86 -10.58 2.89 -5.3
-13.29 -9.14 2.99 -1.4
-11.68 -10.60 2.55 -0.4
-20.67 -18.58 2.98 -0.7
-27.93 -16.60 3.09 -3.7
-26.27 -11.27 3.10 -4.8
-19.64 -5.89 2.82 -4.9
-12.40 -6.26 3.09 -2.0
-9.39 -6.96 2.36 -1.0
-19.38 -8.38 2.97 -3.7
-14.27 -9.23 2.51 -2.0
-6.88 -7.55 2.66 0.3
-3.42 -6.83 2.86 1.2
-2.76   
-7.63 -6.63 2.40 -0.4
-14.06 -9.70 2.73 -1.6
-22.45 -14.62 2.87 -2.7
-14.71 -16.56 2.82 0.7
-14.67 -14.22 2.99 -0.2
-19.59 -15.17 2.97 -1.5
-15.60 -15.38 3.11 -0.1
-22.25 -19.85 3.26 -0.7
-20.29 -17.24 3.08 -1.0
-20.43 -10.43 2.73 -3.7
-13.00 -5.07 2.24 -3.5
-8.87 -4.40 2.17 -2.1
-15.82 -8.45 2.27 -3.2
-16.71 -12.64 2.93 -1.4
-15.62 -15.09 2.92 -0.2
-12.41 -11.95 2.63 -0.2
-16.01 -13.86 2.78 -0.8
-19.44 -18.09 2.97 -0.5
-25.55 -17.27 3.31 -2.5
-18.48 -15.28 3.00 -1.1
-19.64 -10.76 2.44 -3.6
-20.27 -13.92 3.25 -2.0
-20.14 -13.58 3.02 -2.2
-13.42 -9.77 3.29 -1.1
-13.79 -7.84 2.61 -2.3
-14.85 -10.44 2.39 -1.8
-20.19 -14.78 3.37 -1.6
-23.30 -17.32 3.02 -2.0
-23.60 -15.27 3.36 -2.5
-20.58 -14.03 3.33 -2.0
-15.60 -12.94 3.58 -0.7
-23.74 -16.52 3.27 -2.2
-27.83 -20.17 3.40 -2.3
-30.71 -23.09 3.11 -2.5
-30.86 -22.37 3.49 -2.4
-25.38 -17.59 2.86 -2.7
-17.27 -8.12 2.55 -3.6
-11.18 -7.12 2.74 -1.5
-14.03 -9.54 2.76 -1.6
-23.57 -16.98 3.39 -1.9
-28.93 -16.91 3.50 -3.4
-28.23 -12.48 2.78 -5.7
-16.82 -7.42 2.86 -3.3
-10.71 -5.51 2.44 -2.1
-12.99 -4.66 2.44 -3.4
-7.26 -6.13 2.65 -0.4
-12.02 -8.61 3.03 -1.1
-14.15 -8.67 2.32 -2.4
-18.26 -6.06 2.63 -4.6
-22.35 -8.48 2.42 -5.7
-27.80 -11.58 2.67 -6.1
-21.98 -11.52 2.75 -3.8
-16.56 -7.24 2.94 -3.2
-9.92 -2.92 1.86 -3.8
-15.03 -9.85 2.75 -1.9
-23.90 -14.84 3.07 -3.0
-38.41 -20.90 3.33 -5.3
-34.69 -22.04 3.77 -3.4
-32.11 -20.59 2.98 -3.9
-29.93 -23.64 3.29 -1.9
-18.28 -18.11 3.06 -0.1
-21.98 -19.71 2.95 -0.8
-25.46 -13.33 2.90 -4.2
-17.11 -12.09 2.82 -1.8
-18.90 -11.20 2.63 -2.9
-29.29 -12.80 2.91 -5.7
-27.30 -12.53 3.04 -4.9
-24.33 -13.63 2.89 -3.7
-26.46 -16.39 2.70 -3.7
-25.37 -20.97 2.89 -1.5
-27.20 -24.18 3.44 -0.9
-33.37 -24.75 3.47 -2.5
-26.41 -21.93 3.33 -1.3
-20.40 -17.90 3.25 -0.8
-21.81 -20.22 3.33 -0.5
-30.29 -25.80 3.34 -1.3
-25.01 -25.57 3.57 0.2
-22.34 -22.71 3.42 0.1
-20.99 -21.04 3.62 0.0
-20.97 -15.03 3.30 -1.8
-16.12 -15.80 3.19 -0.1
-21.52 -14.61 2.92 -2.4
-22.01 -17.40 3.42 -1.3
-20.85 -12.33 3.36 -2.5
-23.94 -9.24 2.55 -5.8
-10.74 -6.91 2.66 -1.4
-10.50 -10.16 2.97 -0.1
-14.36 -12.75 2.78 -0.6
-24.67 -15.95 3.66 -2.4
-22.32 -15.10 3.58 -2.0
-16.51 -14.28 3.00 -0.7
-23.25 -13.40 3.17 -3.1
-21.63 -15.59 3.08 -2.0
-14.65 -12.63 2.65 -0.8
-16.16 -11.48 2.84 -1.7
-12.77 -10.70 2.98 -0.7
-9.63 -10.58 2.95 0.3
-10.20 -8.98 2.72 -0.4
-5.73 -7.45 2.65 0.6
-4.61 -4.85 2.40 0.1
-3.97 -1.84 1.65 -1.3
-2.93   
-0.06   
0.00   
0.00   
0.00   
-0.94   
-0.94   
-6.63 -3.21 2.21 -1.5
-9.16 -7.06 2.41 -0.9
-17.36 -9.53 2.58 -3.0
-19.16 -15.44 3.37 -1.1
-22.59 -18.73 3.13 -1.2
-17.08 -21.71 3.72 1.2
-17.92 -21.50 3.13 1.1
-20.25 -22.25 3.46 0.6
-25.63 -25.20 4.27 -0.1
-25.26 -25.40 3.48 0.0
-24.48 -24.12 3.13 -0.1
-23.23 -19.20 3.75 -1.1
-19.87 -17.71 3.41 -0.6
-21.15 -16.57 3.03 -1.5
-27.00 -19.99 3.44 -2.0
-29.68 -24.99 3.39 -1.4
-33.07 -30.47 4.39 -0.6
-38.41 -28.40 3.52 -2.8
-31.31 -25.07 3.46 -1.8
-24.30 -22.13 3.42 -0.6
-26.73 -14.05 3.23 -3.9
-27.88 -16.58 3.67 -3.1
-25.74 -13.30 3.12 -4.0
-29.07 -19.30 3.49 -2.8
-29.23 -20.21 3.14 -2.9
-27.43 -24.44 3.25 -0.9
-25.64 -21.73 3.80 -1.0
-24.38 -15.95 3.48 -2.4
-16.81 -8.28 3.25 -2.6
-17.85 -10.35 3.10 -2.4
-25.95 -16.17 3.12 -3.1
-24.47 -18.69 3.43 -1.7
-19.51 -15.01 3.09 -1.5
-17.42 -15.38 3.29 -0.6
-27.59 -19.36 3.43 -2.4
-29.83 -18.79 3.48 -3.2
-21.86 -17.09 3.41 -1.4
-15.33 -16.34 2.97 0.3
-15.20 -18.71 3.43 1.0
-11.77 -15.95 2.63 1.6
-6.73 -8.92 2.39 0.9
-0.92   
0.00   
0.00   
