locus3	>MG772934.1	640	1040	11	93.85	0.999392	-4.99
window204	locus62	>MG772934.1	26480	26600	+	11	120	94.69	-27.78	-25.81	-25.55	-0.26	1.10	-2.91	0.93	2.65	0.993877
window208	locus62	>MG772934.1	26640	26760	+	11	120	89.36	-33.17	-26.06	-27.55	1.49	1.21	-3.03	0.79	2.56	0.992755
window203	locus62	>MG772934.1	26360	26480	+	11	120	98.48	-35.04	-35.09	-34.89	-0.20	1.03	-2.56	1.00	2.53	0.992288
window199	locus62	>MG772934.1	26200	26320	+	11	120	90.42	-35.45	-24.77	-26.28	1.51	1.07	-3.41	0.70	2.49	0.991600
window197	locus62	>MG772934.1	26040	26160	+	11	120	84.80	-35.87	-22.64	-21.36	-1.28	1.52	-2.77	0.63	2.11	0.982756
window209	locus62	>MG772934.1	26680	26800	+	11	120	91.32	-32.78	-26.79	-28.02	1.23	1.17	-2.74	0.82	2.09	0.982117
window194	locus62	>MG772934.1	25920	26040	+	11	120	81.97	-28.45	-17.91	-17.43	-0.48	1.27	-2.20	0.63	1.57	0.951563
window205	locus62	>MG772934.1	26520	26640	+	11	120	92.74	-22.88	-19.66	-19.17	-0.49	1.15	-2.17	0.86	1.38	0.933890
window210	locus62	>MG772934.1	26720	26840	+	11	120	90.82	-31.94	-28.27	-27.36	-0.91	1.16	-1.84	0.89	1.29	0.922365
locus17	>MG772934.1	6080	6440	11	90.03	0.998504	-3.92
window61	locus17	>MG772934.1	6320	6440	+	11	120	88.67	-37.73	-27.72	-28.21	0.49	1.16	-3.92	0.73	3.38	0.998504
window60	locus17	>MG772934.1	6280	6400	+	11	120	88.80	-35.19	-25.33	-25.82	0.49	1.15	-3.72	0.72	3.12	0.997502
window58	locus17	>MG772934.1	6160	6280	+	11	120	88.91	-33.47	-29.76	-29.13	-0.63	1.29	-1.80	0.89	1.45	0.939160
locus1	>MG772934.1	0	280	11	97.03	0.998151	-3.27
window2	locus1	>MG772934.1	40	160	+	10	120	93.35	-30.97	-30.46	-29.29	-1.17	1.28	-3.27	0.98	3.27	0.998151
window5	locus1	>MG772934.1	160	280	+	11	120	97.03	-44.86	-44.29	-43.81	-0.48	1.14	-2.83	0.99	2.81	0.995523
window3	locus1	>MG772934.1	80	200	+	11	120	92.19	-33.33	-32.96	-31.26	-1.70	1.42	-2.15	0.99	2.37	0.989529
window4	locus1	>MG772934.1	120	240	+	11	120	93.62	-32.20	-32.02	-31.44	-0.58	1.13	-2.19	0.99	2.35	0.989119
locus15	>MG772934.1	4880	5640	11	90.53	0.997857	-3.33
window49	locus15	>MG772934.1	5280	5400	+	11	120	88.39	-32.71	-28.06	-28.49	0.44	1.28	-3.33	0.86	3.19	0.997857
window52	locus15	>MG772934.1	5400	5520	+	11	120	87.58	-42.01	-30.58	-28.42	-2.17	1.52	-2.94	0.73	2.40	0.990115
window46	locus15	>MG772934.1	5080	5200	+	11	120	89.02	-34.00	-27.15	-27.39	0.24	1.22	-2.35	0.80	1.71	0.962816
window45	locus15	>MG772934.1	5040	5160	+	11	120	90.53	-32.85	-31.10	-30.41	-0.69	1.21	-1.55	0.95	1.37	0.932456
window50	locus15	>MG772934.1	5320	5440	+	11	120	87.53	-29.17	-23.57	-23.06	-0.51	1.27	-1.89	0.81	1.22	0.911794
locus46	>MG772934.1	19440	19640	11	91.92	0.997816	-3.93
window152	locus46	>MG772934.1	19480	19600	+	11	120	90.64	-43.72	-31.80	-30.95	-0.85	1.30	-3.93	0.73	3.18	0.997816
window151	locus46	>MG772934.1	19440	19560	+	11	120	91.20	-36.70	-32.86	-32.01	-0.85	1.33	-3.05	0.90	2.89	0.996132
locus36	>MG772934.1	13400	13600	11	96.35	0.997432	-3.58
window105	locus36	>MG772934.1	13440	13560	+	11	120	96.22	-47.53	-44.13	-43.55	-0.58	1.13	-3.58	0.93	3.10	0.997432
window106	locus36	>MG772934.1	13480	13600	+	11	120	95.94	-47.26	-42.39	-42.05	-0.35	1.11	-2.84	0.90	2.26	0.987003
locus41	>MG772934.1	16520	16680	11	93.77	0.997273	-3.26
window129	locus41	>MG772934.1	16520	16640	+	11	120	93.15	-36.52	-33.90	-33.28	-0.62	1.26	-3.26	0.93	3.07	0.997273
locus59	>MG772934.1	24080	24200	11	87.45	0.994388	-3.26
window182	locus59	>MG772934.1	24080	24200	+	11	120	87.45	-36.44	-25.34	-23.31	-2.03	1.42	-3.26	0.70	2.70	0.994388
locus10	>MG772934.1	2920	3080	11	88.45	0.993949	-3.27
window28	locus10	>MG772934.1	2960	3080	+	11	120	88.45	-38.31	-27.75	-27.40	-0.35	1.24	-3.27	0.72	2.66	0.993949
window27	locus10	>MG772934.1	2920	3040	+	11	120	87.94	-34.78	-25.77	-25.95	0.19	1.24	-3.00	0.74	2.47	0.991278
locus39	>MG772934.1	14760	15200	11	97.39	0.993906	-2.69
window121	locus39	>MG772934.1	14800	14920	+	11	120	97.39	-32.41	-32.11	-31.37	-0.74	1.13	-2.69	0.99	2.65	0.993906
window122	locus39	>MG772934.1	14840	14960	+	11	120	96.27	-32.25	-29.60	-28.99	-0.61	1.16	-2.14	0.92	1.49	0.943405
window123	locus39	>MG772934.1	14920	15040	+	11	120	94.77	-27.57	-26.51	-26.34	-0.17	1.19	-1.71	0.96	1.38	0.933880
window124	locus39	>MG772934.1	14960	15080	+	11	120	95.71	-30.36	-29.57	-28.75	-0.82	1.18	-1.62	0.97	1.27	0.918877
locus53	>MG772934.1	21400	21640	11	91.67	0.993842	-3.33
window167	locus53	>MG772934.1	21440	21560	+	11	120	90.08	-31.62	-23.40	-23.54	0.14	1.17	-3.33	0.74	2.65	0.993842
window166	locus53	>MG772934.1	21400	21520	+	11	120	91.67	-26.22	-23.94	-23.86	-0.07	1.12	-2.14	0.91	1.83	0.970457
locus6	>MG772934.1	2120	2280	11	82.24	0.993480	-3.31
window21	locus6	>MG772934.1	2160	2280	+	11	120	81.14	-36.82	-17.46	-17.43	-0.03	1.39	-3.31	0.47	2.62	0.993480
window20	locus6	>MG772934.1	2120	2240	+	11	120	82.24	-35.65	-20.73	-19.80	-0.93	1.47	-2.38	0.58	1.53	0.947794
locus14	>MG772934.1	4120	4760	11	86.41	0.993293	-2.75
window37	locus14	>MG772934.1	4240	4360	+	11	120	85.05	-37.92	-28.62	-28.89	0.27	1.39	-2.75	0.75	2.60	0.993293
window41	locus14	>MG772934.1	4600	4720	+	11	120	86.41	-33.07	-24.40	-24.75	0.34	1.33	-2.73	0.74	2.37	0.989509
window42	locus14	>MG772934.1	4640	4760	+	11	120	85.55	-37.66	-26.23	-26.30	0.07	1.48	-2.43	0.70	1.84	0.971002
window35	locus14	>MG772934.1	4160	4280	+	11	120	83.68	-37.11	-28.72	-27.48	-1.24	1.48	-1.92	0.77	1.64	0.957563
window38	locus14	>MG772934.1	4280	4400	+	11	120	84.55	-32.58	-19.87	-20.76	0.89	1.41	-2.41	0.61	1.44	0.940291
locus16	>MG772934.1	5720	5920	11	90.53	0.992205	-2.69
window54	locus16	>MG772934.1	5720	5840	+	11	120	90.53	-37.38	-33.35	-33.47	0.13	1.19	-2.69	0.89	2.53	0.992205
window55	locus16	>MG772934.1	5760	5880	+	11	120	87.03	-33.41	-26.10	-26.50	0.40	1.28	-2.02	0.78	1.36	0.930623
locus30	>MG772934.1	10920	11400	11	91.88	0.991784	-2.83
window89	locus30	>MG772934.1	11040	11160	+	11	120	86.42	-33.13	-24.78	-24.27	-0.51	1.37	-2.83	0.75	2.50	0.991784
window91	locus30	>MG772934.1	11120	11240	+	11	120	88.91	-35.19	-28.12	-28.74	0.62	1.24	-2.51	0.80	1.95	0.976589
window92	locus30	>MG772934.1	11160	11280	+	11	120	89.53	-32.48	-24.76	-25.18	0.42	1.24	-2.49	0.76	1.61	0.954904
window90	locus30	>MG772934.1	11080	11200	+	11	120	87.35	-26.66	-19.55	-18.57	-0.99	1.37	-2.19	0.73	1.29	0.921840
window87	locus30	>MG772934.1	10920	11040	+	11	120	89.98	-33.56	-27.86	-26.30	-1.56	1.39	-2.03	0.83	1.28	0.920372
locus65	>MG772934.1	28920	29880	11	98.18	0.991752	-2.80
window217	locus65	>MG772934.1	29000	29120	+	11	120	92.38	-46.17	-41.16	-40.24	-0.93	1.29	-2.80	0.89	2.50	0.991752
window228	locus65	>MG772934.1	29720	29840	+	11	120	97.65	-29.16	-30.16	-29.18	-0.97	1.10	-2.12	1.03	2.38	0.989759
window221	locus65	>MG772934.1	29240	29360	+	11	120	96.47	-33.39	-31.79	-31.90	0.11	1.11	-2.34	0.95	2.02	0.979544
window219	locus65	>MG772934.1	29160	29280	+	11	120	95.15	-34.15	-29.70	-29.95	0.26	1.13	-2.49	0.87	1.72	0.963094
window223	locus65	>MG772934.1	29400	29520	+	11	120	95.98	-28.41	-24.84	-27.42	2.58	1.15	-2.39	0.87	1.47	0.941215
window222	locus65	>MG772934.1	29280	29400	+	11	120	96.27	-35.96	-31.51	-32.46	0.95	1.08	-2.33	0.88	1.42	0.937850
window218	locus65	>MG772934.1	29120	29240	+	11	120	95.05	-33.10	-29.47	-29.65	0.18	1.19	-2.15	0.89	1.40	0.935432
window224	locus65	>MG772934.1	29440	29560	+	4	120	94.86	-17.97	-16.92	-16.93	0.00	1.00	-1.93	0.94	1.39	0.935037
window216	locus65	>MG772934.1	28920	29040	+	11	120	96.27	-36.45	-31.83	-31.75	-0.09	1.12	-2.26	0.87	1.21	0.909790
locus58	>MG772934.1	23600	23920	11	87.10	0.988996	-2.93
window181	locus58	>MG772934.1	23800	23920	+	11	120	84.68	-31.22	-19.89	-18.81	-1.08	1.41	-2.93	0.64	2.35	0.988996
window178	locus58	>MG772934.1	23600	23720	+	11	120	87.10	-37.43	-27.41	-26.34	-1.07	1.34	-2.69	0.73	2.01	0.978896
window179	locus58	>MG772934.1	23640	23760	+	11	120	85.25	-30.53	-24.66	-23.89	-0.77	1.32	-1.88	0.81	1.43	0.939684
locus61	>MG772934.1	25120	25880	11	93.53	0.988823	-2.97
window193	locus61	>MG772934.1	25760	25880	+	11	120	77.88	-32.80	-14.38	-14.46	0.08	1.58	-2.97	0.44	2.34	0.988823
window184	locus61	>MG772934.1	25120	25240	+	11	120	93.53	-30.46	-24.70	-24.59	-0.11	1.18	-2.43	0.81	1.32	0.925763
window187	locus61	>MG772934.1	25320	25440	+	11	120	92.09	-38.48	-36.33	-35.35	-0.98	1.32	-1.59	0.94	1.25	0.916475
locus50	>MG772934.1	20520	20680	11	91.71	0.988141	-2.79
window160	locus50	>MG772934.1	20520	20640	+	11	120	91.71	-31.88	-26.98	-25.70	-1.28	1.27	-2.79	0.85	2.31	0.988141
locus40	>MG772934.1	15680	15840	11	91.40	0.987812	-2.67
window127	locus40	>MG772934.1	15680	15800	+	11	120	91.40	-34.25	-29.85	-29.45	-0.39	1.23	-2.67	0.87	2.29	0.987812
window128	locus40	>MG772934.1	15720	15840	+	11	120	90.29	-35.25	-29.34	-29.01	-0.33	1.27	-2.60	0.83	2.11	0.982535
locus38	>MG772934.1	14440	14720	11	93.71	0.986328	-2.34
window119	locus38	>MG772934.1	14600	14720	+	11	120	91.88	-38.90	-36.13	-35.71	-0.42	1.22	-2.34	0.93	2.23	0.986328
window118	locus38	>MG772934.1	14520	14640	+	11	120	93.17	-33.63	-29.72	-29.09	-0.63	1.24	-2.18	0.88	1.54	0.947954
locus13	>MG772934.1	3840	3960	10	71.89	0.982936	-2.02
window33	locus13	>MG772934.1	3840	3960	+	10	105	71.89	-24.23	-12.02	-11.64	-0.38	1.67	-2.02	0.50	2.12	0.982936
locus8	>MG772934.1	2480	2640	11	79.37	0.982422	-2.41
window24	locus8	>MG772934.1	2520	2640	+	11	120	77.97	-37.12	-21.04	-21.45	0.40	1.36	-2.41	0.57	2.10	0.982422
locus4	>MG772934.1	1120	1360	11	88.97	0.980858	-2.45
window15	locus4	>MG772934.1	1240	1360	+	11	120	88.97	-34.10	-28.42	-27.62	-0.81	1.28	-2.45	0.83	2.06	0.980858
window14	locus4	>MG772934.1	1200	1320	+	11	120	87.45	-32.57	-25.36	-24.57	-0.79	1.35	-1.98	0.78	1.21	0.909890
locus18	>MG772934.1	6480	6640	11	91.29	0.980693	-2.73
window63	locus18	>MG772934.1	6520	6640	+	11	120	88.80	-33.15	-24.87	-25.03	0.16	1.15	-2.73	0.75	2.05	0.980693
window62	locus18	>MG772934.1	6480	6600	+	11	120	91.29	-26.22	-23.47	-23.19	-0.28	1.24	-1.79	0.90	1.29	0.922381
locus48	>MG772934.1	20000	20160	11	91.76	0.980681	-2.41
window156	locus48	>MG772934.1	20000	20120	+	11	120	91.76	-35.35	-33.31	-32.23	-1.08	1.38	-2.14	0.94	2.05	0.980681
window157	locus48	>MG772934.1	20040	20160	+	11	120	89.98	-35.72	-29.90	-28.85	-1.04	1.33	-2.41	0.84	1.93	0.975556
locus34	>MG772934.1	12640	12880	11	93.55	0.977544	-2.19
window101	locus34	>MG772934.1	12680	12800	+	11	120	93.55	-33.93	-32.06	-31.86	-0.19	1.19	-2.19	0.94	1.98	0.977544
locus47	>MG772934.1	19720	19960	11	94.67	0.976831	-2.62
window154	locus47	>MG772934.1	19720	19840	+	11	120	90.44	-31.47	-25.48	-24.92	-0.56	1.25	-2.58	0.81	1.96	0.976831
window155	locus47	>MG772934.1	19840	19960	+	11	120	94.67	-35.66	-30.05	-29.91	-0.14	1.21	-2.62	0.84	1.74	0.964994
locus60	>MG772934.1	24360	24480	11	90.44	0.974138	-2.01
window183	locus60	>MG772934.1	24360	24480	+	11	120	90.44	-27.25	-25.26	-24.19	-1.07	1.37	-2.01	0.93	1.90	0.974138
locus63	>MG772934.1	27360	27480	11	87.52	0.971645	-2.40
window212	locus63	>MG772934.1	27360	27480	+	11	120	87.52	-28.43	-22.29	-21.91	-0.38	1.32	-2.40	0.78	1.85	0.971645
locus22	>MG772934.1	7840	7960	11	90.23	0.967397	-2.22
window71	locus22	>MG772934.1	7840	7960	+	11	120	90.23	-29.33	-25.47	-24.55	-0.92	1.38	-2.22	0.87	1.78	0.967397
locus11	>MG772934.1	3120	3280	11	81.38	0.962582	-2.27
window30	locus11	>MG772934.1	3160	3280	+	10	90	78.52	-25.70	-18.11	-18.34	0.23	1.35	-1.65	0.70	1.71	0.962582
locus5	>MG772934.1	1560	1840	11	87.52	0.955398	-2.86
window17	locus5	>MG772934.1	1600	1720	+	11	120	85.33	-34.54	-18.74	-19.57	0.83	1.38	-2.86	0.54	1.62	0.955398
window16	locus5	>MG772934.1	1560	1680	+	11	120	81.56	-35.81	-17.83	-16.95	-0.87	1.64	-2.55	0.50	1.47	0.940685
locus44	>MG772934.1	17840	18160	11	93.38	0.951872	-2.45
window142	locus44	>MG772934.1	18040	18160	+	11	120	93.38	-29.38	-27.29	-26.19	-1.09	1.31	-1.95	0.93	1.58	0.951872
window140	locus44	>MG772934.1	17840	17960	+	11	120	90.59	-26.60	-19.44	-18.56	-0.88	1.28	-2.45	0.73	1.17	0.903190
locus31	>MG772934.1	11720	11960	11	93.02	0.941927	-2.00
window96	locus31	>MG772934.1	11800	11920	+	11	120	92.61	-35.01	-31.68	-31.03	-0.66	1.24	-2.00	0.90	1.48	0.941927
window95	locus31	>MG772934.1	11760	11880	+	11	120	91.64	-33.95	-30.37	-29.42	-0.95	1.32	-1.84	0.89	1.23	0.912616
locus64	>MG772934.1	27520	27760	11	93.20	0.940460	-2.30
window215	locus64	>MG772934.1	27640	27760	+	11	120	92.55	-28.53	-24.07	-23.91	-0.16	1.21	-2.30	0.84	1.44	0.940460
locus26	>MG772934.1	9280	9600	11	89.47	0.940215	-2.23
window81	locus26	>MG772934.1	9480	9600	+	11	120	87.21	-32.89	-25.43	-23.14	-2.29	1.55	-2.14	0.77	1.46	0.940215
window78	locus26	>MG772934.1	9280	9400	+	11	120	89.47	-38.63	-30.72	-30.20	-0.52	1.32	-2.23	0.80	1.45	0.939291
window79	locus26	>MG772934.1	9320	9440	+	11	120	87.74	-34.36	-26.85	-26.46	-0.39	1.35	-2.12	0.78	1.38	0.934080
locus49	>MG772934.1	20280	20480	11	90.06	0.935782	-2.64
window159	locus49	>MG772934.1	20360	20480	+	11	120	88.03	-35.94	-23.46	-21.85	-1.61	1.42	-2.64	0.65	1.40	0.935782
locus27	>MG772934.1	9680	9800	11	86.82	0.931826	-1.71
window82	locus27	>MG772934.1	9680	9800	+	11	120	86.82	-25.45	-22.03	-21.04	-1.00	1.33	-1.71	0.87	1.37	0.931826
locus54	>MG772934.1	22200	22360	11	71.89	0.900437	-2.77
window170	locus54	>MG772934.1	22200	22320	+	11	120	71.89	-31.42	-8.34	-8.31	-0.03	1.58	-2.55	0.27	1.15	0.900437
